Marker ID,bpm (s),Participant,File Type
_ch0_neuron0,38.2907,1,exp-events
_ch0_neuron0,38.946,1,exp-events
_ch0_neuron0,39.6088,1,exp-events
_ch0_neuron0,40.2467,1,exp-events
_ch0_neuron0,40.8501,1,exp-events
_ch0_neuron0,41.4024,1,exp-events
_ch0_neuron0,41.9139,1,exp-events
_ch0_neuron0,42.4131,1,exp-events
_ch0_neuron0,42.924,1,exp-events
_ch0_neuron0,43.4776,1,exp-events
_ch0_neuron0,44.096,1,exp-events
_ch0_neuron0,45.1539,1,exp-events
_ch0_neuron0,45.981,1,exp-events
_ch0_neuron0,46.7988,1,exp-events
_ch0_neuron0,47.6425,1,exp-events
_ch0_neuron0,48.4572,1,exp-events
_ch0_neuron0,49.2677,1,exp-events
_ch0_neuron0,50.0373,1,exp-events
_ch0_neuron0,50.7697,1,exp-events
_ch0_neuron0,51.4747,1,exp-events
_ch0_neuron0,52.1439,1,exp-events
_ch0_neuron0,52.7814,1,exp-events
_ch0_neuron0,53.3608,1,exp-events
_ch0_neuron0,53.8917,1,exp-events
_ch0_neuron0,54.4184,1,exp-events
_ch0_neuron0,54.993,1,exp-events
_ch0_neuron0,55.6447,1,exp-events
_ch0_neuron0,56.7789,1,exp-events
_ch0_neuron0,57.6593,1,exp-events
_ch0_neuron0,58.5261,1,exp-events
_ch0_neuron0,59.386,1,exp-events
_ch0_neuron0,60.2081,1,exp-events
_ch0_neuron0,61.0068,1,exp-events
_ch0_neuron0,61.7825,1,exp-events
_ch0_neuron0,62.5238,1,exp-events
_neuron0threshhig16729,0.0,1,exp-events
_neuron0threshlow10878,0.0,1,exp-events
_ch0_neuron0,0.0677,10,bs-events
_ch0_neuron0,0.837,10,bs-events
_ch0_neuron0,1.5817,10,bs-events
_ch0_neuron0,2.2515,10,bs-events
_ch0_neuron0,2.8865,10,bs-events
_ch0_neuron0,3.5289,10,bs-events
_ch0_neuron0,4.2174,10,bs-events
_ch0_neuron0,4.9916,10,bs-events
_ch0_neuron0,5.855,10,bs-events
_ch0_neuron0,6.5947,10,bs-events
_ch0_neuron0,7.289,10,bs-events
_ch0_neuron0,8.0912,10,bs-events
_ch0_neuron0,8.9536,10,bs-events
_ch0_neuron0,9.7685,10,bs-events
_ch0_neuron0,10.489,10,bs-events
_ch0_neuron0,11.3106,10,bs-events
_ch0_neuron0,12.1521,10,bs-events
_ch0_neuron0,12.9385,10,bs-events
_ch0_neuron0,13.6717,10,bs-events
_ch0_neuron0,14.4866,10,bs-events
_ch0_neuron0,15.3883,10,bs-events
_neuron0threshhig11137,0.0,10,bs-events
_neuron0threshlow7715,0.0,10,bs-events
_ch0_neuron0,0.2087,10,exp-events
_ch0_neuron0,0.381,10,exp-events
_ch0_neuron0,0.6831,10,exp-events
_ch0_neuron0,0.9945,10,exp-events
_ch0_neuron0,1.159,10,exp-events
_ch0_neuron0,1.4366,10,exp-events
_ch0_neuron0,1.6345,10,exp-events
_ch0_neuron0,1.8923,10,exp-events
_ch0_neuron0,2.2468,10,exp-events
_ch0_neuron0,2.5099,10,exp-events
_ch0_neuron0,2.6727,10,exp-events
_ch0_neuron0,3.6129,10,exp-events
_ch0_neuron0,4.198,10,exp-events
_ch0_neuron0,4.7832,10,exp-events
_ch0_neuron0,5.3148,10,exp-events
_ch0_neuron0,5.8598,10,exp-events
_ch0_neuron0,6.4339,10,exp-events
_ch0_neuron0,7.0278,10,exp-events
_ch0_neuron0,7.675,10,exp-events
_ch0_neuron0,8.3156,10,exp-events
_ch0_neuron0,8.9245,10,exp-events
_ch0_neuron0,9.4848,10,exp-events
_ch0_neuron0,10.0344,10,exp-events
_ch0_neuron0,10.6103,10,exp-events
_ch0_neuron0,11.2555,10,exp-events
_ch0_neuron0,11.8885,10,exp-events
_ch0_neuron0,12.4664,10,exp-events
_ch0_neuron0,13.0266,10,exp-events
_ch0_neuron0,13.6029,10,exp-events
_ch0_neuron0,14.2321,10,exp-events
_ch0_neuron0,14.8589,10,exp-events
_ch0_neuron0,15.4278,10,exp-events
_ch0_neuron0,16.0335,10,exp-events
_ch0_neuron0,16.684,10,exp-events
_ch0_neuron0,17.2875,10,exp-events
_ch0_neuron0,17.8871,10,exp-events
_ch0_neuron0,18.5396,10,exp-events
_ch0_neuron0,19.2141,10,exp-events
_ch0_neuron0,19.839,10,exp-events
_ch0_neuron0,20.4723,10,exp-events
_ch0_neuron0,21.1268,10,exp-events
_ch0_neuron0,21.7165,10,exp-events
_ch0_neuron0,22.2741,10,exp-events
_ch0_neuron0,22.8261,10,exp-events
_ch0_neuron0,23.4027,10,exp-events
_ch0_neuron0,23.978,10,exp-events
_ch0_neuron0,24.523,10,exp-events
_ch0_neuron0,25.0465,10,exp-events
_ch0_neuron0,25.6053,10,exp-events
_ch0_neuron0,26.6087,10,exp-events
_ch0_neuron0,27.3916,10,exp-events
_ch0_neuron0,28.0716,10,exp-events
_ch0_neuron0,28.8304,10,exp-events
_ch0_neuron0,29.5874,10,exp-events
_ch0_neuron0,30.2345,10,exp-events
_ch0_neuron0,30.8743,10,exp-events
_ch0_neuron0,31.6021,10,exp-events
_ch0_neuron0,32.2499,10,exp-events
_ch0_neuron0,32.9503,10,exp-events
_ch0_neuron0,33.9718,10,exp-events
_ch0_neuron0,34.7377,10,exp-events
_ch0_neuron0,35.5141,10,exp-events
_ch0_neuron0,36.4416,10,exp-events
_ch0_neuron0,37.198,10,exp-events
_ch0_neuron0,37.9374,10,exp-events
_ch0_neuron0,38.7292,10,exp-events
_ch0_neuron0,39.4971,10,exp-events
_ch0_neuron0,40.248,10,exp-events
_ch0_neuron0,41.0759,10,exp-events
_ch0_neuron0,41.8449,10,exp-events
_ch0_neuron0,42.5923,10,exp-events
_ch0_neuron0,43.4132,10,exp-events
_ch0_neuron0,44.364,10,exp-events
_ch0_neuron0,45.2306,10,exp-events
_ch0_neuron0,45.9656,10,exp-events
_ch0_neuron0,46.6851,10,exp-events
_ch0_neuron0,47.4537,10,exp-events
_ch0_neuron0,48.2475,10,exp-events
_ch0_neuron0,48.9543,10,exp-events
_ch0_neuron0,49.7013,10,exp-events
_ch0_neuron0,50.5009,10,exp-events
_ch0_neuron0,51.2409,10,exp-events
_ch0_neuron0,52.0241,10,exp-events
_ch0_neuron0,52.9402,10,exp-events
_ch0_neuron0,53.7457,10,exp-events
_ch0_neuron0,54.4767,10,exp-events
_ch0_neuron0,55.2544,10,exp-events
_ch0_neuron0,56.1004,10,exp-events
_ch0_neuron0,56.8234,10,exp-events
_ch0_neuron0,57.5966,10,exp-events
_ch0_neuron0,58.4342,10,exp-events
_ch0_neuron0,59.2559,10,exp-events
_ch0_neuron0,60.0001,10,exp-events
_ch0_neuron0,60.6926,10,exp-events
_ch0_neuron0,61.4157,10,exp-events
_neuron0threshhig14236,0.0,10,exp-events
_neuron0threshlow7650,0.0,10,exp-events
_ch0_neuron0,0.5374,11,bs-events
_ch0_neuron0,1.1042,11,bs-events
_ch0_neuron0,1.6464,11,bs-events
_ch0_neuron0,2.1864,11,bs-events
_ch0_neuron0,2.7275,11,bs-events
_ch0_neuron0,3.2805,11,bs-events
_ch0_neuron0,3.8332,11,bs-events
_ch0_neuron0,4.3674,11,bs-events
_ch0_neuron0,4.9164,11,bs-events
_ch0_neuron0,5.4736,11,bs-events
_ch0_neuron0,6.0584,11,bs-events
_ch0_neuron0,6.6278,11,bs-events
_ch0_neuron0,7.1865,11,bs-events
_ch0_neuron0,7.759,11,bs-events
_ch0_neuron0,8.3315,11,bs-events
_ch0_neuron0,8.8931,11,bs-events
_ch0_neuron0,9.4382,11,bs-events
_ch0_neuron0,9.9861,11,bs-events
_ch0_neuron0,10.5275,11,bs-events
_ch0_neuron0,11.0603,11,bs-events
_ch0_neuron0,12.0801,11,bs-events
_ch0_neuron0,12.7936,11,bs-events
_ch0_neuron0,13.3059,11,bs-events
_ch0_neuron0,13.6294,11,bs-events
_ch0_neuron0,14.7167,11,bs-events
_ch0_neuron0,15.2619,11,bs-events
_neuron0threshhig7715,0.0,11,bs-events
_neuron0threshlow4487,0.0,11,bs-events
_ch0_neuron0,0.3208,11,exp-events
_ch0_neuron0,0.6906,11,exp-events
_ch0_neuron0,1.0568,11,exp-events
_ch0_neuron0,1.4233,11,exp-events
_ch0_neuron0,1.7861,11,exp-events
_ch0_neuron0,2.1477,11,exp-events
_ch0_neuron0,2.5103,11,exp-events
_ch0_neuron0,2.8721,11,exp-events
_ch0_neuron0,3.2358,11,exp-events
_ch0_neuron0,3.6037,11,exp-events
_ch0_neuron0,3.9741,11,exp-events
_ch0_neuron0,4.3456,11,exp-events
_ch0_neuron0,4.7171,11,exp-events
_ch0_neuron0,5.0913,11,exp-events
_ch0_neuron0,5.4685,11,exp-events
_ch0_neuron0,5.8467,11,exp-events
_ch0_neuron0,6.2311,11,exp-events
_ch0_neuron0,6.6137,11,exp-events
_ch0_neuron0,6.9943,11,exp-events
_ch0_neuron0,7.377,11,exp-events
_ch0_neuron0,7.7611,11,exp-events
_ch0_neuron0,8.1521,11,exp-events
_ch0_neuron0,8.5476,11,exp-events
_ch0_neuron0,8.9446,11,exp-events
_ch0_neuron0,9.3367,11,exp-events
_ch0_neuron0,9.7306,11,exp-events
_ch0_neuron0,10.1302,11,exp-events
_ch0_neuron0,10.5348,11,exp-events
_ch0_neuron0,10.9425,11,exp-events
_ch0_neuron0,11.3432,11,exp-events
_ch0_neuron0,11.742,11,exp-events
_ch0_neuron0,12.1418,11,exp-events
_ch0_neuron0,12.5467,11,exp-events
_ch0_neuron0,12.9543,11,exp-events
_ch0_neuron0,13.365,11,exp-events
_ch0_neuron0,13.7686,11,exp-events
_ch0_neuron0,14.1688,11,exp-events
_ch0_neuron0,14.5707,11,exp-events
_ch0_neuron0,14.9742,11,exp-events
_ch0_neuron0,15.3825,11,exp-events
_ch0_neuron0,15.7955,11,exp-events
_ch0_neuron0,16.2086,11,exp-events
_ch0_neuron0,16.6171,11,exp-events
_ch0_neuron0,17.0245,11,exp-events
_ch0_neuron0,17.3845,11,exp-events
_ch0_neuron0,17.4448,11,exp-events
_ch0_neuron0,17.8262,11,exp-events
_ch0_neuron0,17.8696,11,exp-events
_ch0_neuron0,18.0894,11,exp-events
_ch0_neuron0,18.3066,11,exp-events
_ch0_neuron0,18.7389,11,exp-events
_ch0_neuron0,18.9601,11,exp-events
_ch0_neuron0,19.1631,11,exp-events
_ch0_neuron0,19.5836,11,exp-events
_ch0_neuron0,20.0,11,exp-events
_ch0_neuron0,20.4221,11,exp-events
_ch0_neuron0,20.8568,11,exp-events
_ch0_neuron0,21.3111,11,exp-events
_ch0_neuron0,21.7871,11,exp-events
_ch0_neuron0,22.2721,11,exp-events
_ch0_neuron0,22.7475,11,exp-events
_ch0_neuron0,22.9616,11,exp-events
_ch0_neuron0,23.2245,11,exp-events
_ch0_neuron0,23.6939,11,exp-events
_ch0_neuron0,24.1587,11,exp-events
_ch0_neuron0,24.6187,11,exp-events
_ch0_neuron0,25.0702,11,exp-events
_ch0_neuron0,25.5076,11,exp-events
_ch0_neuron0,25.9399,11,exp-events
_ch0_neuron0,26.3706,11,exp-events
_ch0_neuron0,26.7589,11,exp-events
_ch0_neuron0,26.8061,11,exp-events
_ch0_neuron0,27.2561,11,exp-events
_ch0_neuron0,27.7148,11,exp-events
_ch0_neuron0,28.1576,11,exp-events
_ch0_neuron0,28.5944,11,exp-events
_ch0_neuron0,29.0325,11,exp-events
_ch0_neuron0,29.4858,11,exp-events
_ch0_neuron0,29.9549,11,exp-events
_ch0_neuron0,30.4342,11,exp-events
_ch0_neuron0,30.8998,11,exp-events
_ch0_neuron0,31.3677,11,exp-events
_ch0_neuron0,31.7487,11,exp-events
_ch0_neuron0,31.838,11,exp-events
_ch0_neuron0,32.2988,11,exp-events
_ch0_neuron0,32.7599,11,exp-events
_ch0_neuron0,33.2155,11,exp-events
_ch0_neuron0,33.6694,11,exp-events
_ch0_neuron0,34.132,11,exp-events
_ch0_neuron0,34.6124,11,exp-events
_ch0_neuron0,35.0445,11,exp-events
_ch0_neuron0,35.3559,11,exp-events
_ch0_neuron0,37.1415,11,exp-events
_ch0_neuron0,37.5746,11,exp-events
_ch0_neuron0,37.6263,11,exp-events
_ch0_neuron0,38.1047,11,exp-events
_ch0_neuron0,38.329,11,exp-events
_ch0_neuron0,38.53,11,exp-events
_ch0_neuron0,38.5786,11,exp-events
_ch0_neuron0,38.9921,11,exp-events
_ch0_neuron0,39.0427,11,exp-events
_ch0_neuron0,39.4233,11,exp-events
_ch0_neuron0,39.4961,11,exp-events
_ch0_neuron0,39.7144,11,exp-events
_ch0_neuron0,39.9406,11,exp-events
_ch0_neuron0,40.3775,11,exp-events
_ch0_neuron0,41.2437,11,exp-events
_ch0_neuron0,41.6818,11,exp-events
_ch0_neuron0,42.1396,11,exp-events
_ch0_neuron0,42.6972,11,exp-events
_ch0_neuron0,43.3491,11,exp-events
_ch0_neuron0,44.5428,11,exp-events
_ch0_neuron0,46.6398,11,exp-events
_ch0_neuron0,47.0944,11,exp-events
_ch0_neuron0,47.1645,11,exp-events
_ch0_neuron0,47.5769,11,exp-events
_ch0_neuron0,47.676,11,exp-events
_ch0_neuron0,48.1762,11,exp-events
_ch0_neuron0,48.6621,11,exp-events
_ch0_neuron0,49.1344,11,exp-events
_ch0_neuron0,49.5928,11,exp-events
_ch0_neuron0,50.0419,11,exp-events
_ch0_neuron0,50.2696,11,exp-events
_ch0_neuron0,50.4849,11,exp-events
_ch0_neuron0,50.932,11,exp-events
_ch0_neuron0,51.3856,11,exp-events
_ch0_neuron0,51.7971,11,exp-events
_ch0_neuron0,51.8451,11,exp-events
_ch0_neuron0,52.0859,11,exp-events
_ch0_neuron0,52.2946,11,exp-events
_ch0_neuron0,52.5271,11,exp-events
_ch0_neuron0,52.7401,11,exp-events
_ch0_neuron0,53.0899,11,exp-events
_ch0_neuron0,53.1893,11,exp-events
_ch0_neuron0,53.6437,11,exp-events
_ch0_neuron0,54.5764,11,exp-events
_ch0_neuron0,56.2228,11,exp-events
_ch0_neuron0,56.4937,11,exp-events
_ch0_neuron0,57.7316,11,exp-events
_ch0_neuron0,58.2766,11,exp-events
_ch0_neuron0,58.7881,11,exp-events
_ch0_neuron0,59.2838,11,exp-events
_ch0_neuron0,59.5279,11,exp-events
_ch0_neuron0,59.7667,11,exp-events
_ch0_neuron0,60.2403,11,exp-events
_ch0_neuron0,60.6305,11,exp-events
_ch0_neuron0,60.7061,11,exp-events
_ch0_neuron0,61.1083,11,exp-events
_ch0_neuron0,61.1641,11,exp-events
_ch0_neuron0,61.6148,11,exp-events
_ch0_neuron0,62.059,11,exp-events
_ch0_neuron0,62.5123,11,exp-events
_ch0_neuron0,62.9833,11,exp-events
_ch0_neuron0,63.4835,11,exp-events
_ch0_neuron0,63.7164,11,exp-events
_ch0_neuron0,63.989,11,exp-events
_ch0_neuron0,64.4683,11,exp-events
_ch0_neuron0,64.6979,11,exp-events
_ch0_neuron0,64.9389,11,exp-events
_ch0_neuron0,65.4044,11,exp-events
_ch0_neuron0,65.8774,11,exp-events
_ch0_neuron0,66.3548,11,exp-events
_ch0_neuron0,68.6246,11,exp-events
_ch0_neuron0,69.1688,11,exp-events
_ch0_neuron0,69.6874,11,exp-events
_ch0_neuron0,70.1908,11,exp-events
_ch0_neuron0,70.6819,11,exp-events
_neuron0threshhig-2550,0.0,11,exp-events
_neuron0threshlow-11847,0.0,11,exp-events
_ch0_neuron0,0.3001,12,bs-events
_ch0_neuron0,0.9092,12,bs-events
_ch0_neuron0,1.5262,12,bs-events
_ch0_neuron0,2.1684,12,bs-events
_ch0_neuron0,2.857,12,bs-events
_ch0_neuron0,3.6081,12,bs-events
_ch0_neuron0,4.368,12,bs-events
_ch0_neuron0,5.0838,12,bs-events
_ch0_neuron0,5.7972,12,bs-events
_ch0_neuron0,6.5043,12,bs-events
_ch0_neuron0,7.218,12,bs-events
_ch0_neuron0,7.9371,12,bs-events
_ch0_neuron0,8.6724,12,bs-events
_ch0_neuron0,9.4096,12,bs-events
_ch0_neuron0,10.0962,12,bs-events
_ch0_neuron0,10.7633,12,bs-events
_ch0_neuron0,11.4503,12,bs-events
_ch0_neuron0,12.1723,12,bs-events
_ch0_neuron0,12.9028,12,bs-events
_ch0_neuron0,13.6298,12,bs-events
_ch0_neuron0,14.4138,12,bs-events
_ch0_neuron0,15.242,12,bs-events
_neuron0threshhig12944,0.0,12,bs-events
_neuron0threshlow8490,0.0,12,bs-events
_ch0_neuron0,0.4006,12,exp-events
_ch0_neuron0,0.8589,12,exp-events
_ch0_neuron0,1.3273,12,exp-events
_ch0_neuron0,1.8068,12,exp-events
_ch0_neuron0,2.2776,12,exp-events
_ch0_neuron0,3.1475,12,exp-events
_ch0_neuron0,3.2011,12,exp-events
_ch0_neuron0,3.3335,12,exp-events
_ch0_neuron0,3.6134,12,exp-events
_ch0_neuron0,3.6757,12,exp-events
_ch0_neuron0,4.1199,12,exp-events
_ch0_neuron0,4.1475,12,exp-events
_ch0_neuron0,4.4414,12,exp-events
_ch0_neuron0,4.5854,12,exp-events
_ch0_neuron0,4.6149,12,exp-events
_ch0_neuron0,5.0762,12,exp-events
_ch0_neuron0,5.2063,12,exp-events
_ch0_neuron0,6.4431,12,exp-events
_ch0_neuron0,6.5447,12,exp-events
_ch0_neuron0,6.8297,12,exp-events
_ch0_neuron0,7.0571,12,exp-events
_ch0_neuron0,7.5563,12,exp-events
_ch0_neuron0,8.0549,12,exp-events
_ch0_neuron0,8.5654,12,exp-events
_ch0_neuron0,9.0878,12,exp-events
_ch0_neuron0,9.6019,12,exp-events
_ch0_neuron0,10.1037,12,exp-events
_ch0_neuron0,10.6145,12,exp-events
_ch0_neuron0,11.1394,12,exp-events
_ch0_neuron0,11.6545,12,exp-events
_ch0_neuron0,12.1586,12,exp-events
_ch0_neuron0,12.6641,12,exp-events
_ch0_neuron0,13.1813,12,exp-events
_ch0_neuron0,13.7044,12,exp-events
_ch0_neuron0,14.7395,12,exp-events
_ch0_neuron0,15.1819,12,exp-events
_ch0_neuron0,15.2474,12,exp-events
_ch0_neuron0,15.5554,12,exp-events
_ch0_neuron0,15.7643,12,exp-events
_ch0_neuron0,17.2739,12,exp-events
_ch0_neuron0,17.3376,12,exp-events
_ch0_neuron0,17.858,12,exp-events
_ch0_neuron0,20.6552,12,exp-events
_ch0_neuron0,21.0665,12,exp-events
_ch0_neuron0,21.2432,12,exp-events
_ch0_neuron0,21.869,12,exp-events
_ch0_neuron0,22.4416,12,exp-events
_ch0_neuron0,22.7989,12,exp-events
_ch0_neuron0,22.996,12,exp-events
_ch0_neuron0,23.3835,12,exp-events
_ch0_neuron0,23.5609,12,exp-events
_ch0_neuron0,24.1402,12,exp-events
_ch0_neuron0,28.1136,12,exp-events
_ch0_neuron0,28.5014,12,exp-events
_ch0_neuron0,28.7479,12,exp-events
_ch0_neuron0,29.3288,12,exp-events
_ch0_neuron0,29.881,12,exp-events
_ch0_neuron0,30.4106,12,exp-events
_ch0_neuron0,34.4106,12,exp-events
_ch0_neuron0,34.831,12,exp-events
_ch0_neuron0,35.0154,12,exp-events
_ch0_neuron0,35.586,12,exp-events
_ch0_neuron0,36.1388,12,exp-events
_ch0_neuron0,36.6794,12,exp-events
_ch0_neuron0,40.3202,12,exp-events
_ch0_neuron0,40.8362,12,exp-events
_ch0_neuron0,40.9056,12,exp-events
_ch0_neuron0,41.4513,12,exp-events
_ch0_neuron0,41.5106,12,exp-events
_ch0_neuron0,42.0854,12,exp-events
_ch0_neuron0,42.4148,12,exp-events
_ch0_neuron0,42.6475,12,exp-events
_ch0_neuron0,44.8916,12,exp-events
_ch0_neuron0,45.4428,12,exp-events
_ch0_neuron0,46.0168,12,exp-events
_ch0_neuron0,46.5879,12,exp-events
_ch0_neuron0,47.6464,12,exp-events
_ch0_neuron0,47.7093,12,exp-events
_ch0_neuron0,48.0148,12,exp-events
_ch0_neuron0,48.292,12,exp-events
_ch0_neuron0,48.9015,12,exp-events
_ch0_neuron0,49.4963,12,exp-events
_ch0_neuron0,50.0869,12,exp-events
_ch0_neuron0,50.7075,12,exp-events
_ch0_neuron0,51.3551,12,exp-events
_ch0_neuron0,51.9667,12,exp-events
_ch0_neuron0,52.5579,12,exp-events
_ch0_neuron0,53.1599,12,exp-events
_ch0_neuron0,53.7462,12,exp-events
_ch0_neuron0,55.4202,12,exp-events
_ch0_neuron0,55.4858,12,exp-events
_ch0_neuron0,56.008,12,exp-events
_ch0_neuron0,56.0695,12,exp-events
_ch0_neuron0,56.6461,12,exp-events
_ch0_neuron0,56.9672,12,exp-events
_ch0_neuron0,57.2414,12,exp-events
_ch0_neuron0,57.8474,12,exp-events
_ch0_neuron0,58.4335,12,exp-events
_ch0_neuron0,59.0195,12,exp-events
_ch0_neuron0,59.62,12,exp-events
_ch0_neuron0,60.21,12,exp-events
_neuron0threshhig1904,0.0,12,exp-events
_neuron0threshlow-16302,0.0,12,exp-events
_ch0_neuron0,0.3763,14,bs-events
_ch0_neuron0,1.2237,14,bs-events
_ch0_neuron0,2.017,14,bs-events
_ch0_neuron0,2.7902,14,bs-events
_ch0_neuron0,3.5406,14,bs-events
_ch0_neuron0,4.2548,14,bs-events
_ch0_neuron0,4.9614,14,bs-events
_ch0_neuron0,5.6451,14,bs-events
_ch0_neuron0,6.3041,14,bs-events
_ch0_neuron0,6.9741,14,bs-events
_ch0_neuron0,7.6809,14,bs-events
_ch0_neuron0,8.3842,14,bs-events
_ch0_neuron0,9.0807,14,bs-events
_ch0_neuron0,9.7619,14,bs-events
_ch0_neuron0,10.3995,14,bs-events
_ch0_neuron0,11.0047,14,bs-events
_ch0_neuron0,11.6252,14,bs-events
_ch0_neuron0,12.2262,14,bs-events
_ch0_neuron0,12.8428,14,bs-events
_ch0_neuron0,13.488,14,bs-events
_ch0_neuron0,14.1435,14,bs-events
_ch0_neuron0,14.7805,14,bs-events
_ch0_neuron0,15.4253,14,bs-events
_neuron0threshhig11099,0.0,14,bs-events
_neuron0threshlow5885,0.0,14,bs-events
_ch0_neuron0,0.3662,14,exp-events
_ch0_neuron0,0.8364,14,exp-events
_ch0_neuron0,1.3016,14,exp-events
_ch0_neuron0,1.7771,14,exp-events
_ch0_neuron0,2.2551,14,exp-events
_ch0_neuron0,2.7263,14,exp-events
_ch0_neuron0,3.2012,14,exp-events
_ch0_neuron0,3.6834,14,exp-events
_ch0_neuron0,4.174,14,exp-events
_ch0_neuron0,4.6613,14,exp-events
_ch0_neuron0,5.1498,14,exp-events
_ch0_neuron0,5.6576,14,exp-events
_ch0_neuron0,6.1541,14,exp-events
_ch0_neuron0,6.6552,14,exp-events
_ch0_neuron0,7.1629,14,exp-events
_ch0_neuron0,7.6816,14,exp-events
_ch0_neuron0,8.1894,14,exp-events
_ch0_neuron0,8.702,14,exp-events
_ch0_neuron0,9.2131,14,exp-events
_ch0_neuron0,9.712,14,exp-events
_ch0_neuron0,10.2005,14,exp-events
_ch0_neuron0,10.7073,14,exp-events
_ch0_neuron0,11.2191,14,exp-events
_ch0_neuron0,11.7375,14,exp-events
_ch0_neuron0,12.2708,14,exp-events
_ch0_neuron0,12.8387,14,exp-events
_ch0_neuron0,13.4066,14,exp-events
_ch0_neuron0,13.9913,14,exp-events
_ch0_neuron0,14.5789,14,exp-events
_ch0_neuron0,15.141,14,exp-events
_ch0_neuron0,15.7123,14,exp-events
_ch0_neuron0,16.2794,14,exp-events
_ch0_neuron0,16.816,14,exp-events
_ch0_neuron0,17.3808,14,exp-events
_ch0_neuron0,17.9135,14,exp-events
_ch0_neuron0,18.4516,14,exp-events
_ch0_neuron0,18.9934,14,exp-events
_ch0_neuron0,19.5191,14,exp-events
_ch0_neuron0,20.0331,14,exp-events
_ch0_neuron0,20.5568,14,exp-events
_ch0_neuron0,21.0683,14,exp-events
_ch0_neuron0,21.5797,14,exp-events
_ch0_neuron0,22.106,14,exp-events
_ch0_neuron0,22.6716,14,exp-events
_ch0_neuron0,23.2421,14,exp-events
_ch0_neuron0,23.8912,14,exp-events
